id,section,module_key,module_label,checklist_item,description,priority,status,issue_type,severity,owner_user_id,owner_name,route,evidence_notes,fix_notes,screenshot_url,created_by,created_at,updated_at,reviewed_at,fixed_at,is_deleted
e2c5a904-2009-4a77-8957-226cc8e1a998,End-to-End Revenue Flow,paid_pipeline,Paid Pipeline,Revenue flow feels clear to admin.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
62de856e-79da-4dae-aded-d70f2715ab18,ROAS / Reports / Attribution,reports,Reports & History,ROAS Calculator opens and works.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
1f00b7a5-c683-436c-89e8-0d9a45212fff,ROAS / Reports / Attribution,reports,Reports & History,Existing API/fetched reports remain visible.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
a8caec74-4a68-47a3-96f8-4ce8f9ed3dee,ROAS / Reports / Attribution,reports,Reports & History,Report History shows old and new reports.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
767b38a7-323a-4e1c-9708-c719b102a104,ROAS / Reports / Attribution,reports,Reports & History,Daily Reporting data appears correctly.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
7c3aab0c-c000-4da9-b8b0-d2c794b8313f,ROAS / Reports / Attribution,reports,Reports & History,Attribution report opens correctly.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
77c67a91-4e87-4b51-8a9f-90e78d82ccda,ROAS / Reports / Attribution,reports,Reports & History,Send to Paid Pipeline works.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
d1898021-0117-4882-92e3-b1a6c0957ac6,ROAS / Reports / Attribution,reports,Reports & History,View Source Reports link works from Webinar Performance.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
42a93162-166b-47a0-b1a2-b733543effd5,ROAS / Reports / Attribution,reports,Reports & History,CSV/PDF exports work.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
3d8865b5-1149-4964-9044-43333b059e45,ROAS / Reports / Attribution,reports,Reports & History,Reports are not hidden because of missing new fields.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
0695cfb3-4835-4ec4-92c0-4409138829f5,ROAS / Reports / Attribution,reports,Reports & History,Deleted/restored reports are handled safely.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
f6b1b1be-c3c1-4e0a-8d15-b8961b8e30b5,ROAS / Reports / Attribution,reports,Reports & History,Report actions are logged in Audit Log.,,medium,not_checked,,,,,/reports,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
6024983e-43ea-405d-afce-909cbfdd5d9a,Calling CRM,calling_crm,Calling CRM,Calling CRM opens correctly.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
2f4a0d1b-212a-463d-945a-16472bbad782,UX / Speed / Clarity,,,Tables show the right columns.,,medium,not_checked,,,,,,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
0aaedcd9-fec6-4b4f-b5c6-f8a9a997cffb,Calling CRM,calling_crm,Calling CRM,CRM stages are clean and useful.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
9fb5ddf8-4f75-4d53-9366-018e7dee5ff7,Calling CRM,calling_crm,Calling CRM,Lead assignment works.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
fc3f5b6d-3af9-4436-9c9f-90ae6718ced1,Calling CRM,calling_crm,Calling CRM,Bulk assignment works.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
6073bf51-2d16-4c60-9bd3-820d295e39ac,Calling CRM,calling_crm,Calling CRM,Admin does not appear in assignment dropdown unless explicitly eligible.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
d2135c67-240c-471a-9474-e2753526769d,Calling CRM,calling_crm,Calling CRM,Stage movement works.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
9a52c0bb-0c05-463d-9991-f37b0c93b333,Calling CRM,calling_crm,Calling CRM,Notes work if available.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
84bd025c-0218-4109-bddb-fdff1de25dad,Calling CRM,calling_crm,Calling CRM,Paid onboarding stages are clear.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
b71fb4fe-f872-4342-a208-3eacafc31166,Calling CRM,calling_crm,Calling CRM,Send from Paid Pipeline to CRM works if applicable.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
435b5aeb-1b82-4f1f-a31c-026bba955df6,Calling CRM,calling_crm,Calling CRM,CRM actions are logged in Audit Log.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
56d6dd8e-d8c4-48ec-8d5b-2afc6642b5e2,Calling CRM,calling_crm,Calling CRM,CRM notifications are generated only when useful.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
d3cefbca-390f-4615-9be5-07530228c918,Calling CRM,calling_crm,Calling CRM,CRM filters are practical.,,medium,not_checked,,,,,/crm,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
821f178c-078f-4d1a-809c-7153d60e76ae,Paid Pipeline,paid_pipeline,Paid Pipeline,Paid Pipeline opens correctly through Revenue Command Center.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
1926082e-d4af-4fa9-ad15-f89baf85c277,Paid Pipeline,paid_pipeline,Paid Pipeline,Main table loads quickly.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
ca9aefc5-c275-4add-b0d6-53957ca8971f,Paid Pipeline,paid_pipeline,Paid Pipeline,Filters work properly.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
11974ed1-e0fd-46d4-8522-cc3276ae69b3,Paid Pipeline,paid_pipeline,Paid Pipeline,Add payment works.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
7a5a3d16-8216-4e30-857d-42df5f696c43,Paid Pipeline,paid_pipeline,Paid Pipeline,Multiple token payments work.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
fae521a4-98b1-4d5c-a08f-cde1f7845b88,Paid Pipeline,paid_pipeline,Paid Pipeline,Balance pending calculation is correct.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
f27a725f-d0b0-4236-b981-ab442b7648ea,Paid Pipeline,paid_pipeline,Paid Pipeline,Revenue realized calculation is correct.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
316b428e-a1e3-4659-8f88-a055ba7c35d4,Paid Pipeline,paid_pipeline,Paid Pipeline,Final sale logic is correct.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
af6fff4b-a17b-408b-8149-4e876c825864,Paid Pipeline,paid_pipeline,Paid Pipeline,Dropped lead logic is correct.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
c42c61c6-262d-4a58-9d67-9142f083ca5b,Paid Pipeline,paid_pipeline,Paid Pipeline,Finance partner/status fields work.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
a275578d-90fd-4c31-82fa-4266a4d146d9,Paid Pipeline,paid_pipeline,Paid Pipeline,Lead priority works.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
a151284d-45ce-401f-8033-2716da189794,Paid Pipeline,paid_pipeline,Paid Pipeline,Owner assignment works correctly.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
8870c141-156b-499a-b836-e4e55804af7e,Paid Pipeline,paid_pipeline,Paid Pipeline,Admin is not assignment-eligible by default.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
931644c6-f204-4d50-86f8-dd28f0a02525,Paid Pipeline,paid_pipeline,Paid Pipeline,Follow-up creation works.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
847724c5-89c8-476c-9ad6-45aefa98ef08,Paid Pipeline,paid_pipeline,Paid Pipeline,CSV export works.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
d679cf35-b879-4993-9115-be14bbff43fd,Paid Pipeline,paid_pipeline,Paid Pipeline,Audit logs are created for important actions.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
8010cef6-3670-4587-8f98-9c9979985ffd,Paid Pipeline,paid_pipeline,Paid Pipeline,Notifications are created for important pending items.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
73d9b6d3-e324-471a-83bd-a934c8e87f23,Paid Pipeline,paid_pipeline,Paid Pipeline,Mobile view is usable.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
5bcbe4e6-9095-41f8-a935-c204f9a259be,Paid Pipeline,paid_pipeline,Paid Pipeline,Drawer layout is clean.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
f1e9a8a3-6afb-4800-bd1b-2b56887e6afe,Paid Pipeline,paid_pipeline,Paid Pipeline,No duplicate payment or lead records are created.,,medium,not_checked,,,,,/paid-pipeline,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
4abc90c1-e842-44ea-8830-f231e8a1edfd,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Follow-Up Command Center opens correctly.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
2944241c-0923-4728-ab36-bbc3b451f9bb,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Due Today filter is accurate.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
214ebc70-659d-4592-8b78-7782ad5d033a,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Overdue filter is accurate.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
658e39eb-955c-41a3-8ae9-fb809cf0580a,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Missed follow-up logic is accurate.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
82e37d3a-9dcc-4708-b5fe-51178c3ffadb,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Mark Done works.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
7c644462-7098-4c79-815f-ca9b285da229,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Mark Done resolves related notifications.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
67880c69-a417-448b-a5e5-2d6d1aa32463,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Reschedule works.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
fa9c528e-3bed-47f8-8221-9883e542524a,UX / Speed / Clarity,,,Drawers do not feel cluttered.,,medium,not_checked,,,,,,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
48d4feca-c124-4896-9dce-0778e278d289,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Owner assignment works.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
c6145ab2-f6f6-4a0e-82c7-20cc24c9a1fa,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,WhatsApp copy works.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
834b2ad5-ac8d-455a-9728-d5745df71542,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Follow-up creation from Paid Pipeline appears here.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
2442e5e8-f20b-44b2-90ac-3b1c9ec62873,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Follow-up creation from Payment Recovery appears here.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
1265c17b-9c3f-4a1c-aecf-22bf20b91372,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Follow-up statuses are clear.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
d83850ff-af0f-4c76-a8bc-8df05138f6ce,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,No duplicate follow-ups appear.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
4c522d3e-a49c-4934-9044-3db8522a536a,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Audit logs are created for important actions.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
83d8f608-fa88-4acb-a17b-1fa46914bf95,Follow-Up Command Center,follow_up_command_center,Follow-Up Command Center,Mobile view is usable.,,medium,not_checked,,,,,/follow-up-command-center,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
ff7ef23b-0a04-453a-a4ad-3f576d692210,Payment Recovery,payment_recovery,Payment Recovery,Payment Recovery opens correctly through Revenue Command Center.,,medium,not_checked,,,,,/payment-recovery,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
36990004-f09b-4f26-9e2e-dfa4be5775d8,Payment Recovery,payment_recovery,Payment Recovery,Active pending revenue is accurate.,,medium,not_checked,,,,,/payment-recovery,,,,89eddcfc-f32c-4f2b-b348-c30d77ce0c4b,2026-05-30 13:36:53.717417+00,2026-05-30 13:36:53.717417+00,,,f
